web-scraper-order,web-scraper-start-url,title,location,employee_count,industries,context
"1643569201-3271","https://builtin.com/companies/type/hr-tech-companies?page=2","Vivian Health","Denver, CO","65 Global Employees","Healthtech
      
        HR Tech
      
        Software","Vivian Health's mission is to empower every healthcare professional to find their perfect job opportunity, faster and easier than ever before."
"1643569167-3112","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569152-3033","https://builtin.com/companies/type/hr-tech-companies?page=13","Infinisource","Coldwater, MI","150 Global Employees","HR Tech","With 30 years of experience comes a unique understanding of what employers need and how best to provide it. No matter your benefits challenge, we can help."
"1643569167-3118","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569192-3221","https://builtin.com/companies/type/hr-tech-companies?page=4","PayScale","Quincy, MA","600 Global Employees","HR Tech
      
        Software","As the industry leader in compensation data and technology, PayScale helps organizations #getpayright. PayScale is the only technology solution for managing compensation that provides multiple streams of fresh, transparently curated, and validated salary data. Combined with modeling engines that learn continuously and generate recommendations and insight, PayScale empowers HR to price jobs and adjust compensation to reflect near real-time changes in the market — all on one trusted data platform. With PayScale’s Adaptive Compensation Advantage, teams operate with efficiency, focused on outcomes rather than manual data management. In 2021, PayScale announced it merged with Payfactors to create a compensation technology and data powerhouse."
"1643569181-3183","https://builtin.com/companies/type/hr-tech-companies?page=6","PracticeMax","5 Offices","150 Global Employees","Healthtech
      
        HR Tech
      
        Information Technology
      
        Payments
      
        Software","PracticeMax is a national provider of revenue cycle, satisfaction research and information technology solutions, including billing, software and consulting for the senior living and medical practice management industries. PracticeMax’s advanced information technology, EHR solutions, and decades of expertise maximize revenue and results for hospital and office-based physician groups, outpatient centers, health systems, school-based professionals, senior living operators, billing services and more. 

PracticeMax coding, claims management, follow-up and other revenue cycle services legitimately enhance financial performance. Business management services such as satisfaction research, payroll, compliance programs and practice advisory consulting guide decision-making and growth, while patient outreach, provider training and other PracticeMax capabilities improve clinical processes. 

With more than 45 years of experience, PracticeMax is headquartered in Scottsdale, Arizona with regional offices in San Antonio, Shreveport, Portland, Lincoln, Phoenix and Chicago. PracticeMax processes more than $1 billion in charges annually, serving more than 30 different medical specialties in all 50 states."
"1643569177-3168","https://builtin.com/companies/type/hr-tech-companies?page=7","TAPFIN","Houston, Texas","660 Global Employees","HR Tech","Comprehensive global solutions that optimize contingent workforce management and drive performance through people, process and technology."
"1643569172-3142","https://builtin.com/companies/type/hr-tech-companies?page=8","GoodHire","Redwood City, CA","null","HR Tech",""
"1643569186-3197","https://builtin.com/companies/type/hr-tech-companies?page=5","Aya Healthcare","San Diego, CA","5,834 Global Employees","Healthtech
      
        HR Tech","Aya Healthcare creates exceptional experiences – for their clinicians, their corporate employees and the healthcare facilities they serve. For healthcare facilities, Aya delivers a robust suite of software and services to manage the procurement of contingent labor. Aya’s platform provides access to one of the largest sources of contract clinicians in the country which improves efficiency, increases quality and reduces costs for healthcare systems. For travel nurses, Aya delivers the best experience in the industry and allows access to the widest base of travel assignments in the United States."
"1643569149-3026","https://builtin.com/companies/type/hr-tech-companies?page=14","TBX Employee Benefits","Dallas, Texas","1 Global Employee","HR Tech","BenSelect Enrollment Site"
"1643569152-3048","https://builtin.com/companies/type/hr-tech-companies?page=13","TalentEarth","Folsom, CA","3 Global Employees","HR Tech","Talent Earth is an online employment networking platform designed to connect talented individuals with jobs and work opportunities."
"1643569197-3241","https://builtin.com/companies/type/hr-tech-companies?page=3","pymetrics","New York, NY","110 Global Employees","Artificial Intelligence
      
        HR Tech
      
        Information Technology
      
        Software","pymetrics was founded with a mission of finding the right career for everyone in the world, accurately and fairly. For decades, the connection between individuals and opportunities has been based on who the individuals are and the strength of their network, vs. their potential. Pymetrics is transforming how organizations plan, hire, develop and retain a diverse workforce, enabling individuals to transform their career.

If you are passionate about solving one of the most fundamental challenges of our society, working on hard business problems and being part of an amazing growth story, pymetrics is the place to be!"
"1643569206-3285","https://builtin.com/companies/type/hr-tech-companies?page=1","Justworks","New York, NY","850 Global Employees","HR Tech
      
        Payments
      
        Professional Services
      
        Software","We take the busyness out of running a business. Justworks helps entrepreneurs and businesses grow with confidence by giving them access to big-company benefits, automated payroll, HR tools, and compliance support — all in one place."
"1643569152-3032","https://builtin.com/companies/type/hr-tech-companies?page=13","Humanity Health","New York, NY","7 Global Employees","HR Tech","Humanity Health is building the premier career acceleration and talent sourcing platform for underrepresented leaders and innovators in health care and life sciences.  Built upon best-in-class technology and a personalized service approach, our platform provides diverse health care leaders with an unparalleled level of access and support for their career transitions; and delivers our employer partners better and more inclusive placement outcomes.  Humanity Health is backed by Deerfield Management Company, one of the largest dedicated health care investors in the country."
"1643569152-3047","https://builtin.com/companies/type/hr-tech-companies?page=13","CMP","Dallas, Texas","87 Global Employees","HR Tech","CMP is a talent development and career transition firm in the business of developing people and organizations across the full talent lifecycle â€“ from talent acquisition and leadership development to executive coaching and outplacement services. CMP is also proud to be a minority female owned business."
"1643569172-3146","https://builtin.com/companies/type/hr-tech-companies?page=8","Sqwire","Norfolk, VA","6 Global Employees","Edtech
      
        HR Tech","Sqwire is a provider of financial education and customizable financial wellness benefits for employees."
"1643569201-3253","https://builtin.com/companies/type/hr-tech-companies?page=2","Garner Health","New York, NY","45 Global Employees","Big Data
      
        Healthtech
      
        HR Tech
      
        Machine Learning
      
        Software","Garner Health is a unique employee benefit and health tech startup that works with employers to get their employees to the highest quality providers. By conducting analytics on individual doctors, changing the financial incentives baked into normal health insurance plans, and offering consumer-friendly tools, Garner guarantees employers a 10% savings on health costs."
"1643569160-3084","https://builtin.com/companies/type/hr-tech-companies?page=11","OrgVue","Philadelphia, PA","null","HR Tech",""
"1643569156-3054","https://builtin.com/companies/type/hr-tech-companies?page=12","Talentify","Windermere, FL","56 Global Employees","HR Tech","Talentify is a Human Resources Company."
"1643569192-3213","https://builtin.com/companies/type/hr-tech-companies?page=4","360Learning","Fully Remote","250 Global Employees","Cloud
      
        HR Tech
      
        Software","360Learning empowers Learning and Development teams to drive culture and growth through Collaborative Learning. Our learning platform combines collaborative tools with the power of an LMS, enabling high-growth companies to unlock learning based on collective expertise instead of top-down knowledge. 360Learning is the easiest way to onboard new employees, train customer-facing teams, and develop professional skills–all from one place. 

360Learning powers the future of work at 1,200 organizations, including Toyota, Criteo, and Airbus. Founded in 2012, 360Learning has raised $41 million with 180 team members across New York, Paris, and London."
"1643569164-3099","https://builtin.com/companies/type/hr-tech-companies?page=10","reematch","Miami, Florida","1 Global Employee","HR Tech","ReeMatch is the fastest way to get relevant, qualified job opportunities with one-click. Search Less, Apply More."
"1643569172-3134","https://builtin.com/companies/type/hr-tech-companies?page=8","JabaTalks","Washington","5 Global Employees","HR Tech","Give Every Resume a Voice"
"1643569172-3151","https://builtin.com/companies/type/hr-tech-companies?page=8","Motivosity","Lehi, UT","47 Global Employees","HR Tech","Trying to keep your teams engaged while they're working from home? Motivosity connects employees with one another regardless of where! Dive into our easy to use employee engagement platform."
"1643569201-3259","https://builtin.com/companies/type/hr-tech-companies?page=2","Paylocity","Chicago, IL","2,500 Global Employees","HR Tech
      
        Software","Hello, we're Paylocity! --
Our all-in-one software platform gives HR pros a way to easily manage daily tasks in payroll, benefits, talent, and workforce management. But what makes us different is that our technology is backed by a culture that truly cares about our clients’ success."
"1643569164-3094","https://builtin.com/companies/type/hr-tech-companies?page=10","Recruiting.com","Nationwide","9 Global Employees","HR Tech","Successful hiring starts at your career site. Career Sites by Recruiting.com attract and engage the best candidates so you can hire the right talent.
Your career site is the top source of information for candidates - so what it says and how it looks matters. Investments in employment branding and candidate experience translate into more applicants and improvements in quality of hires by as much as 70%.
By giving candidates a reason to apply and easy ways to engage through mobile recruiting, social recruiting, and seamless ATS integration, Recruiting.com career sites can amplify your recruiting results.
Want to recruit and hire better talent? Find out what a Recruiting.com Site can do for you."
"1643569152-3038","https://builtin.com/companies/type/hr-tech-companies?page=13","AbsenceSoft","Golden, CO","66 Global Employees","HR Tech","AbsenceSoft is a SaaS provider that helps employers more efficiently and cost-effectively manage FMLA, LOA, Disability, and ADA."
"1643569152-3041","https://builtin.com/companies/type/hr-tech-companies?page=13","Jobvite","Indianapolis, Indiana","480 Global Employees","Analytics
      
        HR Tech
      
        Social Media
      
        Software","Jobvite provides end-to-end talent acquisition software and services that increase recruiting quality, speed, and cost-effectiveness."
"1643569160-3074","https://builtin.com/companies/type/hr-tech-companies?page=11","Betterworks","Redwood City, CA","null","HR Tech",""
"1643569167-3124","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569149-3015","https://builtin.com/companies/type/hr-tech-companies?page=14","ChatFox","Portland, OR","1 Global Employee","HR Tech","Whether working remotely or from your office, increase employee engagement and improve communication by automating conversation starters"
"1643569206-3284","https://builtin.com/companies/type/hr-tech-companies?page=1","Paradox","3 Offices","400 Global Employees","Artificial Intelligence
      
        HR Tech
      
        Natural Language Processing
      
        Software","The AI company that believes recruiting is a people game. Our flagship product is Olivia, the AI recruiting assistant obsessed with improving and reinventing the candidate experience. We see a future where humans do the things they’re best at, and AI technology handles the mundane and simple tasks for us."
"1643569201-3267","https://builtin.com/companies/type/hr-tech-companies?page=2","GigSmart","Denver , CO","41 Global Employees","HR Tech
      
        Mobile
      
        On-Demand
      
        Software","GigSmart provides modern staffing solutions to meet the needs of the growing gig economy. Our intuitive hiring platform is built on innovative technologies, like Elixir and React Native, to connect businesses looking for labor with qualified workers. GigSmart also connects charities & non-profits with volunteers looking to give back."
"1643569186-3194","https://builtin.com/companies/type/hr-tech-companies?page=5","Vocera Communications","San Jose, CA","790 Global Employees","Healthtech
      
        HR Tech
      
        Information Technology","The mission of Vocera is to simplify and improve the lives of healthcare professionals and patients, while enabling hospitals to enhance quality of care and operational efficiency. In 2000, when the company was founded, we began to forever change the way care teams communicate. Today, Vocera continues to offer the leading platform for clinical communication and workflow. More than 1,400 hospitals and health systems around the world have selected our solutions to enable care teams to text securely using smartphones or make calls with our hands-free, wearable Vocera Badge. Interoperability between our platform and more than 140 clinical systems helps reduce alarm fatigue, speed up staff response times, and improve patient care, safety, and experience. In addition to healthcare, Vocera is at home in luxury hotels, nuclear facilities, libraries, retail stores, and more. Vocera makes a difference in any industry where workers are on the move and need to connect instantly with team members and access resources or information quickly."
"1643569167-3121","https://builtin.com/companies/type/hr-tech-companies?page=9","null","null","null","","null"
"1643569172-3139","https://builtin.com/companies/type/hr-tech-companies?page=8","Innovative Employee Solutions","San Diego, CA","110 Global Employees","HR Tech","IES is the leader in contingent workforce solutions & outsourced payrolling management services."
"1643569206-3273","https://builtin.com/companies/type/hr-tech-companies?page=1","Handshake","San Francisco, CA","500 Global Employees","Edtech
      
        Enterprise Web
      
        HR Tech
      
        Software","We are thrilled to announce Handshake’s $200M Series F funding round. At Handshake, we believe that a career opportunity shouldn’t be determined by who you know or what you’ve done. It’s about what you can - and will - do. Your future, not your past. Our Series F fundraise and new valuation of $3.5B will fuel our next phase of growth and propel our mission to help more people start, restart, and jumpstart their careers.

Handshake is the #1 place to launch a career with no connections, experience, or luck required. Handshake’s community includes 20 million students and young alumni around the world from 1,400 educational institutions, including four-year colleges, community colleges, boot camps, and 290+ minority-serving institutions. The platform connects up-and-coming talent with 650,000+ employers - from Fortune 500 companies like Google, Nike, and Target to thousands of public school districts, healthcare systems, nonprofits, and even sports teams like the LA Dodgers. Handshake is headquartered in San Francisco with offices in Denver, New York, and London and teammates working globally."
"1643569152-3042","https://builtin.com/companies/type/hr-tech-companies?page=13","ConnectFor","New York, NY","null","HR Tech",""
"1643569156-3065","https://builtin.com/companies/type/hr-tech-companies?page=12","FlexJobs","Fully Remote","50 Global Employees","HR Tech","FlexJobs helps job seekers find remote and flexible jobs. We also help employers recruit, hire and manage a remote workforce."
"1643569206-3283","https://builtin.com/companies/type/hr-tech-companies?page=1","Criteria Corp","West Hollywood, CA","170 Global Employees","HR Tech
      
        Software","Criteria is an assessment company dedicated to helping organizations make better talent decisions using objective, multidimensional data. By combining leading-edge data science with rigorous validation backed by I/O psychologists, we provide the most precise assessments available."
"1643569172-3137","https://builtin.com/companies/type/hr-tech-companies?page=8","UKG (Ultimate Kronos Group)","2 Offices","13,500 Global Employees","HR Tech","At UKG™, our purpose is people. Formed by two leaders in HR solutions, UKG combines the strength and innovation of Ultimate Software and Kronos. Our love for all things HR and workforce management is matched only by our people-centered culture. Together, we’re committed to inspiring workforces and businesses around the world, helping to pave the way forward for our people, customers, and industry."
"1643569172-3141","https://builtin.com/companies/type/hr-tech-companies?page=8","HarQen","Milwaukee, Wisconsin","18 Global Employees","Big Data
      
        HR Tech
      
        Software","HarQen offers SaaS-based solutions enabling users to securely capture, find, and share the most valuable moments within their conversations."
"1643569206-3289","https://builtin.com/companies/type/hr-tech-companies?page=1","Lever","Fully Remote","185 Global Employees","HR Tech
      
        Software","We founded Lever in 2012 to tackle the most strategic challenge that companies face: how to grow their teams. We’re injecting the values we respect – collaboration, transparency, and humanity – into our software and re-imagining how organizations can think about growth, with talent and teamwork at the center."
"1643569164-3095","https://builtin.com/companies/type/hr-tech-companies?page=10","STAR Collaborative","Minneapolis, MN","null","HR Tech",""
"1643569186-3202","https://builtin.com/companies/type/hr-tech-companies?page=5","Arena","2 Offices","81 Global Employees","HR Tech
      
        Machine Learning
      
        Software","Arena Analytics helps organizations vitalize, stabilize, and diversify their workforce. Leveraging insights from data analytics and machine learning, Arena matches people to specific positions, departments, and locations where they are most likely to thrive.  By revealing each individual’s likely performance, Arena is transforming the labor market from one based on perception and unconscious bias, to one based on outcomes."
"1643569152-3051","https://builtin.com/companies/type/hr-tech-companies?page=13","TAG Employer Services","Phoenix, AZ","71 Global Employees","HR Tech","All-in-one payroll platform to help your business manage and streamline payroll, HR compliance, benefits administration, and workers' compensation."
"1643569186-3200","https://builtin.com/companies/type/hr-tech-companies?page=5","Param Solutions","Ashburn, VA","29 Global Employees","HR Tech
      
        Information Technology","We are a Recruiting, Staffing and Talent Acquisition firm based out of Ashburn, VA. We specialize in providing outbound and inbound TA strategies to our small-medium clients in leading industry verticals like federal systems integrators and companies in the tech sector. With a CAGR of over 700% since 2010 and a three-year growth rate of 248% since 2012, we have been named to Inc's fastest-growing companies and Entrepreneur magazine's ""Best Entrepreneur company""​.

Our mantra at Param is ""solving our customers toughest challenges""​ and our mission is multi-fold. We are passionate about helping our customers find talent on time and save them 60-80% of their hiring costs. Secondly, we are incredibly keen on recruiting and staffing our customer's projects with the best available talent using our decades of talent acquisition expertise and global footprint.

We have partnered with various small-medium businesses (SMB) over the years and successfully delivered IT staffing, recruiting and talent acquisition solutions for their critical and time-sensitive missions."
"1643569192-3225","https://builtin.com/companies/type/hr-tech-companies?page=4","Paycor","37 Offices","2,131 Global Employees","Analytics
      
        HR Tech","Paycor creates HR software for leaders who want to make a difference. Our Human Capital Management (HCM) platform modernizes every aspect of people management, from the way you recruit, onboard and develop people, to the way you pay and retain them. But what really sets us apart is our focus on business leaders. For 30 years, we’ve been listening to and partnering with leaders, so we know what they need: HR technology that saves time, powerful analytics that provide actionable insights and dedicated support from HR experts. That’s why more than 40,000 medium & small businesses trust Paycor to help them solve problems and achieve their goals."
"1643569201-3256","https://builtin.com/companies/type/hr-tech-companies?page=2","Workhuman","Framingham, MA","700 Global Employees","HR Tech
      
        Software","Workhuman® is pioneering the human workplace through award-winning Social Recognition® and Continuous Performance Management solutions. Workhuman inspires more than five million humans across 180 countries to perform the best work of their lives. For the past 21 years, human resources and business leaders alike have used Workhuman Cloud® to gain the proactive insights necessary to transform and lead a more connected, human-centered workplace that accelerates engagement and productivity."
"1643569181-3186","https://builtin.com/companies/type/hr-tech-companies?page=6","The Judge Group","26 Offices","1,928 Global Employees","Consulting
      
        HR Tech
      
        Information Technology
      
        Professional Services","The Judge Group is a family owned and operated business that has been providing consulting, learning, staffing & search, and offshore services to our clients and contractors for over 50 years. As a professional services firm we operate internationally through a network of 30+ locations across the United States, Canada, and India. We proudly help people and companies, including 50 of the Fortune 100, solve complex business problems with speed and certainty.

WHY CHOOSE JUDGE?

We provide business solutions across all verticals – including financial services, healthcare, life sciences, insurance, technology, government, manufacturing, and telecom/utilities. We hold ourselves to the highest of standards and operate with integrity, professionalism, and trust by hiring some of the most ethical and knowledgeable people in the industry. As a family business, Judge is committed to doing what is right. As such, Judge is committed to improving the racial and gender make-up of our workforce and leadership team. We have the size, scale, and reach to rapidly address your complex business problems. Our consulting, learning, and staffing teams use data insights, process-driven solutions, and an AI-enabled applicant tracking system to customize the right solution for you. 

WHAT CAN JUDGE BE FOR YOU?

The Judge Group is your trusted advisor, advocate, and partner. Through our professional services offerings, we help professionals act with speed, certainty, and confidence when facing complex business challenges. We are your consulting experts helping you overcome your IT hurdles. We are your corporate training specialists providing learning solutions that work. We find you the right talent, in the right location, to help you stay focused on your core business. We help you stay on-time and in-budget with dedicate offshore services.

We have been all the above and more for countless people and organizations. What can Judge be for you?"
"1643569177-3166","https://builtin.com/companies/type/hr-tech-companies?page=7","PowwowHR","Atlanta, Georgia","null","HR Tech","PowWowHR is changing the way businesses manage their information and people – at work or on the go with the first human capital management system that combines all of the features to track and manage employee data and compliance while engaging employees with social business tools to work smarter."
"1643569172-3149","https://builtin.com/companies/type/hr-tech-companies?page=8","Quad Learning","Washington","null","Edtech
      
        HR Tech","The official twitter account of Quad Learning Inc."
"1643569160-3075","https://builtin.com/companies/type/hr-tech-companies?page=11","Recruiter.com","Houston, Texas","460 Global Employees","Digital Media
      
        HR Tech","Recruiter.com is an AI-powered hiring platform with a network of over 26,000 recruiters"
