web-scraper-order,web-scraper-start-url,Technology,name,sector,location
"1643580428-4457","https://500.co/companies","On-demand / Delivery","Floqq","Professional training","Spain"
"1643580428-4051","https://500.co/companies","SaaS","Cheerful","Grants & Donations","US"
"1643580428-5853","https://500.co/companies","Mobile","StyleNow","-","Egypt"
"1643580428-5340","https://500.co/companies","SaaS","Penguint","Travel / Hospitality","Thailand"
"1643580428-5796","https://500.co/companies","O2O","SpotHero","Logistics","US"
"1643580428-6125","https://500.co/companies","SaaS","Virool","Market intel","US"
"1643580428-3694","https://500.co/companies","On-demand / Delivery","Ahlijasa","Property management","Indonesia"
"1643580428-5707","https://500.co/companies","SaaS","Simple","Lending / Investments","US"
"1643580428-4963","https://500.co/companies","SaaS","Linkett","Marketing & Sales","Canada"
"1643580428-4827","https://500.co/companies","On-demand / Delivery","Justmop","Property management","UAE"
"1643580428-5431","https://500.co/companies","Direct sale, Direct service","Prenetics","Biotech & Life Sciences","Hong Kong"
"1643580428-5402","https://500.co/companies","Marketplace","Podcorn","Media Content","US"
"1643580428-4443","https://500.co/companies","Marketplace","Fish.me","Food","Bahrain"
"1643580428-5621","https://500.co/companies","-","Savion Aerospace","Aerospace / Drones","US"
"1643580428-6286","https://500.co/companies","SaaS","ZipZap","Payments","Canada"
"1643580428-4990","https://500.co/companies","Direct service, Cloud / Content","LottieFiles","IT tools","Malaysia"
"1643580428-3677","https://500.co/companies","On-demand / Delivery","Acustom Apparel","Fashion","US"
"1643580428-5000","https://500.co/companies","Marketplace","Luxe Nomad","Realty / Rentals","Singapore"
"1643580428-6156","https://500.co/companies","On-demand / Delivery","WaHome","Property management","South Korea"
"1643580428-4822","https://500.co/companies","TMT, EdTech","Jumpcut","-","US"
"1643580428-5567","https://500.co/companies","SaaS","ResultsOnAir","Market intel","Estonia"
"1643580428-4527","https://500.co/companies","SaaS","Gestarcoop","IT tools","Peru"
"1643580428-6254","https://500.co/companies","-","YoFio","Banking & Exchange","Mexico"
"1643580428-4352","https://500.co/companies","SaaS","Erply","Logistics","UK"
"1643580428-5781","https://500.co/companies","Marketplace, O2O","SpeedHome","Realty / Rentals","Malaysia"
"1643580428-5671","https://500.co/companies","On-demand / Delivery","Shiplyst","Supply Chain & Logistics","US"
"1643580428-4142","https://500.co/companies","Cloud / Content","Console FM","Entertainment","US"
"1643580428-5910","https://500.co/companies","O2O","TasteSpace","Entertainment","Mexico"
"1643580428-4132","https://500.co/companies","SaaS","CompanyLine","IT tools","US"
"1643580428-5488","https://500.co/companies","SaaS","Quantified Care","Healthcare ERP","US"
"1643580428-5029","https://500.co/companies","SaaS","Markerly","Adtech / Martech","US"
"1643580428-4201","https://500.co/companies","SaaS","Cursostotales","College / Continuing education","Peru"
"1643580428-3774","https://500.co/companies","EdTech","Aprende","-","Mexico"
"1643580428-5736","https://500.co/companies","-","Smart Nakheel","Agtech","UAE"
"1643580428-6134","https://500.co/companies","Mobile","VlogEasy","Social media","US"
"1643580428-3817","https://500.co/companies","Marketplace","Avantcom International","Fashion","Malaysia"
"1643580428-3911","https://500.co/companies","Marketplace","Blisby","Consumer eCom","Thailand"
"1643580428-3971","https://500.co/companies","InsurTech","Briza","Insurance","Canada"
"1643580428-3705","https://500.co/companies","Mobile","Albert","Consumer Finance","US"
"1643580428-5593","https://500.co/companies","-","Rovilus","Energy","Taiwan"
"1643580428-4012","https://500.co/companies","Mobile","CardFlick","CRM / Customer success","US"
"1643580428-6011","https://500.co/companies","Mobile","Trigger.io","Developer tools","South Africa"
"1643580428-4876","https://500.co/companies","Mobile","KnockKnock Systems","CRM / Customer success","US"
"1643580428-5356","https://500.co/companies","SaaS","PICT","Media production","US"
"1643580428-6226","https://500.co/companies","SaaS","Worklete","Medical advice","US"
"1643580428-4850","https://500.co/companies","Mobile","Keyo","Realty / Rentals","US"
"1643580428-5994","https://500.co/companies","Direct service","Tradespace","IT tools","US"
"1643580428-4808","https://500.co/companies","Direct sale","Jewelbots","Fashion","US"
"1643580428-3860","https://500.co/companies","On-demand / Delivery","Beam","Transportation Services","Singapore"
"1643580428-5413","https://500.co/companies","SaaS","Pop.in","Entertainment","US"
"1643580428-5739","https://500.co/companies","-","Smartia","-","-"
"1643580428-6255","https://500.co/companies","On-demand / Delivery","YogaTrail","Fitness","Thailand"
"1643580428-6154","https://500.co/companies","Mobile","Vungle","Adtech / Martech","US"
"1643580428-3659","https://500.co/companies","Direct sale","82 Labs","OTC Medications","US"
"1643580428-4290","https://500.co/companies","On-demand / Delivery","Easy as Pi","Food","US"
"1643580428-5284","https://500.co/companies","SaaS","OurHealthMate","Patient services","Singapore"
"1643580428-3974","https://500.co/companies","-","BSOS","-","-"
"1643580428-4964","https://500.co/companies","Mobile","Linkshop","Consumer eCom","Singapore"
"1643580428-4323","https://500.co/companies","Mobile","ELSA","Professional training","US"
"1643580428-3645","https://500.co/companies","SaaS","3Secondz","Autotech","South Korea"
"1643580428-5821","https://500.co/companies","-","Starzly","-","-"
"1643580428-5685","https://500.co/companies","Mobile","ShopTouch","IT tools","US"
"1643580428-4285","https://500.co/companies","O2O","Dusk","Food","UK"
"1643580428-4805","https://500.co/companies","SaaS","Jeeng","Social media","Israel"
"1643580428-4911","https://500.co/companies","-","Lang.ai","Collaboration","Spain"
"1643580428-6214","https://500.co/companies","On-demand / Delivery","Wittlebee","Children / Toys","US"
"1643580428-4656","https://500.co/companies","Mobile","HeTexted","Consumer services","US"
"1643580428-5995","https://500.co/companies","Marketplace","Tradesy","Fashion","US"
"1643580428-4537","https://500.co/companies","SaaS","Ghinwa","Entertainment","Kuwait"
"1643580428-3695","https://500.co/companies","SaaS","Aiotra","Social media","Chile"
"1643580428-6209","https://500.co/companies","SaaS","Wiser","Market intel","US"
"1643580428-3908","https://500.co/companies","SaaS","Bliinx","Marketing & Sales","Canada"
"1643580428-4542","https://500.co/companies","Direct service","Gilmour Space Technologies","Aviation & Space","Australia"
"1643580428-6177","https://500.co/companies","-","Wee","Transportation Services","Saudi Arabia"
"1643580428-3785","https://500.co/companies","Marketplace","ArtCorgi","Consumer eCom","US"
"1643580428-3670","https://500.co/companies","On-demand / Delivery","Acadium","Job & Career Service","Canada"
"1643580428-4003","https://500.co/companies","On-demand / Delivery","CandyClub","Food","US"
"1643580428-4672","https://500.co/companies","Mobile","Hipster","Media Content","US"
"1643580428-4856","https://500.co/companies","SaaS","Kidblog","K-12","US"
"1643580428-6173","https://500.co/companies","Marketplace","WeddingLovely","Events","US"
"1643580428-4612","https://500.co/companies","SaaS","Gyft","Payments","US"
"1643580428-5119","https://500.co/companies","On-demand / Delivery","Monogram","Fashion","US"
"1643580428-4143","https://500.co/companies","SaaS","ContaAzul","Finance & Accounting","Brazil"
"1643580428-6257","https://500.co/companies","Cloud / Content","Yongopal","Social media","US"
"1643580428-4770","https://500.co/companies","SaaS","Instaread","Consumer eCom","US"
"1643580428-4315","https://500.co/companies","SaaS","El Wafayet","Social media","Egypt"
"1643580428-5986","https://500.co/companies","SaaS","ToutApp","CRM / Customer success","US"
"1643580428-4488","https://500.co/companies","SaaS","From.Us","Social media","US"
"1643580428-3919","https://500.co/companies","On-demand / Delivery","Bloome","Consumer eCom","South Korea"
"1643580428-4376","https://500.co/companies","SaaS","Expansive Reality","Lending / Investments","Mexico"
"1643580428-5738","https://500.co/companies","SaaS","SmartHR","ERP","Japan"
"1643580428-4844","https://500.co/companies","Marketing Tech, AdTech","KeepFace","-","UAE"
"1643580428-4655","https://500.co/companies","Cloud / Content","Her","Social media","UK"
"1643580428-4501","https://500.co/companies","-","Funnelll","-","US"
"1643580428-3922","https://500.co/companies","On-demand / Delivery","Blue Wire","Media Content","US"
"1643580428-4261","https://500.co/companies","Cloud / Content","Divshot","IT tools","US"
"1643580428-4802","https://500.co/companies","Mobile","Jambuddy","Media production","Norway"
"1643580428-6203","https://500.co/companies","O2O","WillCall","Events","US"
"1643580428-4633","https://500.co/companies","Mobile","Harmonica","Social media","Egypt"
"1643580428-4833","https://500.co/companies","-","Kalendar AI","-","-"
"1643580428-4710","https://500.co/companies","On-demand / Delivery","Hush","Fashion","South Korea"
"1643580428-4097","https://500.co/companies","SaaS","Cloud Admin","Procurement","Mexico"
"1643580428-4403","https://500.co/companies","Mobile","FastCustomer","CRM / Customer success","US"
"1643580428-4447","https://500.co/companies","Cloud / Content","Fitocracy","Fitness","US"
"1643580428-4291","https://500.co/companies","Mobile","Easy Ten","College / Continuing education","Russia"
"1643580428-4010","https://500.co/companies","On-demand / Delivery","Caravana","Ridesharing / Vehicle rental","Mexico"
"1643580428-5173","https://500.co/companies","Marketplace","Neighbor.ly","Lending / Investments","US"
"1643580428-4977","https://500.co/companies","SaaS","Local Plant Source","ERP","US"
"1643580428-5174","https://500.co/companies","Direct service","NEO Money","Financial infrastructure","Singapore"
"1643580428-5886","https://500.co/companies","SaaS","Tacerto","Insurance","Brazil"
"1643580428-5591","https://500.co/companies","Cloud / Content","Rotadosconcursos","Professional training","Brazil"
"1643580428-5794","https://500.co/companies","SaaS","Sportwey","Sports","Mexico"
"1643580428-5750","https://500.co/companies","SaaS","Snout","Healthcare IT & Operations","US"
"1643580428-5970","https://500.co/companies","SaaS","Tip Or Skip","Social media","US"
"1643580428-4733","https://500.co/companies","SaaS","Improvado.io","Market intel","US, Russia"
"1643580428-4889","https://500.co/companies","SaaS","Konfio","Lending / Investments","Mexico"
"1643580428-4973","https://500.co/companies","Cloud / Content","LKEA","Fashion","Argentina"
"1643580428-4737","https://500.co/companies","-","In Your Shoe","Fashion","Egypt"
"1643580428-5613","https://500.co/companies","SaaS","Salido","ERP","US"
"1643580428-6279","https://500.co/companies","On-demand / Delivery","Zesty","Food","US"
"1643580428-4157","https://500.co/companies","Mobile","Cornflix","Entertainment","Singapore"
"1643580428-5556","https://500.co/companies","SaaS","Renetec","Developer Tools","US"
"1643580428-5579","https://500.co/companies","SaaS","Rikai Labs","Social media","China"
"1643580428-4987","https://500.co/companies","Cloud / Content","Lookmark","Journalism / Blogs","US"
"1643580428-3855","https://500.co/companies","FinTech","Baubap","-","Mexico"
"1643580428-4717","https://500.co/companies","Cloud / Content","I3zif","College / Continuing education","Jordan"
"1643580428-5734","https://500.co/companies","HR Tech","Slik","-","Argentina"
"1643580428-3804","https://500.co/companies","SaaS","Attendease","Events","Canada"
"1643580428-6137","https://500.co/companies","SaaS","VoidBrains","Agtech","Mexico"
"1643580428-4611","https://500.co/companies","SaaS","Gurú de Viaje","Travel / Hospitality","Mexico"
"1643580428-5659","https://500.co/companies","Cloud / Content","ShardSecure","Security & Storage","US"
"1643580428-5718","https://500.co/companies","Direct sale","Siren Care","Health monitoring","Denmark"
"1643580428-5061","https://500.co/companies","On-demand / Delivery","Merchbar","Fashion","US"
"1643580428-5105","https://500.co/companies","TMT, Real Estate Technology","Modus","Banking & Exchange","US"
"1643580428-4846","https://500.co/companies","-","Keno","Consumer services","UAE"
"1643580428-6292","https://500.co/companies","Mobile","Zowdow","Adtech / Martech","US"
"1643580428-3995","https://500.co/companies","Cloud / Content","Cadee","Sports","Canada"
"1643580428-4514","https://500.co/companies","Direct service","Garage Coders","Professional services","Mexico"
"1643580428-5620","https://500.co/companies","On-demand / Delivery","Saucey","Home & Personal","US"
"1643580428-3830","https://500.co/companies","FinTech","AWSM Bank","-","US"
"1643580428-4965","https://500.co/companies","SaaS","Linte","Legal services","Brazil"
"1643580428-3823","https://500.co/companies","Direct sale","Avidbots","Property management","Canada"
"1643580428-4888","https://500.co/companies","CloudTech & DevOps","Kondukto","-","Turkey"
"1643580428-3702","https://500.co/companies","Mobile, E-Commerce","Akalati","Collaboration","Bahrain"
"1643580428-3691","https://500.co/companies","SaaS","Agfunder","Lending / Investments","US"
"1643580428-4029","https://500.co/companies","SaaS","Cashie Commerce","IT tools","US"
"1643580428-5477","https://500.co/companies","SaaS","Puzzlium","Social media","US"
"1643580428-5885","https://500.co/companies","O2O","TableApp","Infrastructure","Malaysia"
"1643580428-4482","https://500.co/companies","SaaS","Freckle Education","Education ERP","US"
"1643580428-5004","https://500.co/companies","SaaS","Macropod","Developer tools","Australia"
"1643580428-5007","https://500.co/companies","On-demand / Delivery","MagicBus","Logistics","US"
"1643580428-4106","https://500.co/companies","Marketplace","Coach Market","Professional training","US"
"1643580428-5393","https://500.co/companies","SaaS","Plum","Consumer Finance","UK"
"1643580428-4931","https://500.co/companies","SaaS","Learnmetrics","Education ERP","US"
"1643580428-4697","https://500.co/companies","O2O","Houst","Housing & Real Estate","UK"
"1643580428-3800","https://500.co/companies","TMT, E-Commerce","Atoms","Fashion","US"
"1643580428-5367","https://500.co/companies","On-demand / Delivery","Pique","Fashion","US"
"1643580428-5428","https://500.co/companies","SaaS","Predictable Media","Market intel","Chile"
"1643580428-5281","https://500.co/companies","-","OTO Global","-","Saudi Arabia"
"1643580428-4353","https://500.co/companies","Mobility Tech","Esar","-","Saudi Arabia"
"1643580428-6274","https://500.co/companies","O2O","Zentist","Patient services","US"
"1643580428-5832","https://500.co/companies","SaaS","StormPulse","Envirotech","US"
"1643580428-4519","https://500.co/companies","-","Gathern","""Travel, Leisure & Tourism""","Saudi Arabia"
"1643580428-5638","https://500.co/companies","SaaS","Seeloz","Logistics","US"
"1643580428-4766","https://500.co/companies","-","Instacash","-","-"
"1643580428-4615","https://500.co/companies","Direct sale","GymTrack","Fitness","Canada"
"1643580428-5563","https://500.co/companies","AudioTech","Resonado","Entertainment","US"
"1643580428-4896","https://500.co/companies","SaaS","Kudobuzz","Market intel","US"
"1643580428-3764","https://500.co/companies","-","Apphive","-","Mexico"
"1643580428-4823","https://500.co/companies","Mobile","Junglee Games","Gaming & eSports","India"
"1643580428-4094","https://500.co/companies","-","Clivi","-","-"
"1643580428-4107","https://500.co/companies","-","Coaster","Food","Japan"
"1643580428-3836","https://500.co/companies","On-demand / Delivery","Babelverse","Language and Translation services","US"
"1643580428-4129","https://500.co/companies","Cloud / Content","Communication and Culture","Home & Personal","South Korea"
"1643580428-4586","https://500.co/companies","Marketplace","Graphiq","Media production","Norway"
"1643580428-5592","https://500.co/companies","Cloud / Content","Routes.guide","Travel / Hospitality","Norway"
"1643580428-4702","https://500.co/companies","SaaS","Hublogix","Logistics","US"
"1643580428-5352","https://500.co/companies","Marketplace","Picasso Labs","Consumer eCom","US"
"1643580428-4583","https://500.co/companies","Direct sale","Grain","Food","Singapore"
"1643580428-3998","https://500.co/companies","SaaS","Call Levels","Financial research","Singapore"
"1643580428-6085","https://500.co/companies","Gaming, eSports","UYU","-","UK"
"1643580428-5504","https://500.co/companies","SaaS","Qwork","Recruiting","Malaysia"
"1643580428-4470","https://500.co/companies","SaaS, Marketplace","Food Market Hub","Procurement","Malaysia"
"1643580428-4644","https://500.co/companies","SaaS","Hearo.Live","Gaming / eSports","US"
"1643580428-5919","https://500.co/companies","Cloud / Content","Tech.eu","Financial research","UK"
"1643580428-4356","https://500.co/companies","Mobile","eSpark","Education ERP","US"
"1643580428-4282","https://500.co/companies","Mobile","Drumpants","Productivity","US"
"1643580428-5564","https://500.co/companies","SaaS","Resonance","Market intel","Italy"
"1643580428-5517","https://500.co/companies","SaaS","RapidAPI","Developer Tools","Israel"
"1643580428-5369","https://500.co/companies","Cloud / Content","Pixel Labs","Journalism / Blogs","US"
"1643580428-5600","https://500.co/companies","On-demand / Delivery","Ruut","Ridesharing / Vehicle rental","Turkey"
"1643580428-4701","https://500.co/companies","O2O","Hubble","Coworking","UK"
"1643580428-3723","https://500.co/companies","SaaS","Alongside","Recruiting","Canada"
"1643580428-5864","https://500.co/companies","SaaS","Supply.ai","Supply Chain & Logistics","US"
"1643580428-4752","https://500.co/companies","Mobile","Ingrain","Media production","US"
"1643580428-5251","https://500.co/companies","SaaS","OnePageCRM","CRM / Customer success","Ireland"
"1643580428-6148","https://500.co/companies","-","Vouch","Consumer services","Singapore"
"1643580428-4622","https://500.co/companies","O2O","Halolife","Professional services","US"
"1643580428-5018","https://500.co/companies","Direct sale","Makerbot","Media production","US"
"1643580428-3853","https://500.co/companies","SaaS","Base.vn","Productivity","Vietnam"
"1643580428-4907","https://500.co/companies","SaaS","Lagoa","Construction","Canada"
"1643580428-5557","https://500.co/companies","-","Renoon","-","-"
"1643580428-4506","https://500.co/companies","Direct sale","Fyodor Biotechnologies","Health monitoring","Nigeria, US"
"1643580428-4078","https://500.co/companies","SaaS","Civica Digital Mexico","Govtech","Mexico"
"1643580428-6002","https://500.co/companies","Marketplace","Transfercar","Logistics","New Zealand"
"1643580428-5891","https://500.co/companies","SaaS, Restaurant Technology, Mobile","Taker","-","Saudi Arabia"
"1643580428-6004","https://500.co/companies","SaaS","Trash Warrior","Climate","US"
"1643580428-5190","https://500.co/companies","Cloud / Content","News Lens","Journalism & Blogs","Taiwan"
"1643580428-4924","https://500.co/companies","SaaS","LeadGenius","CRM / Customer success","US"
"1643580428-4845","https://500.co/companies","Mobile","Keepsy","Media production","US"
"1643580428-4458","https://500.co/companies","SaaS","FlowAccount","Accounting / Audit","Thailand"
"1643580428-5226","https://500.co/companies","Direct sale","O6","Productivity","South Korea"
"1643580428-4371","https://500.co/companies","Cloud / Content","Eversnap Photography","Social media","US"
"1643580428-5464","https://500.co/companies","Cloud / Content","PTA Networks","Entertainment","US"
"1643580428-4916","https://500.co/companies","SaaS","LaunchGram","Market intel","US"
"1643580428-4472","https://500.co/companies","SaaS","Foodics","Food","Saudi Arabia"
"1643580428-5764","https://500.co/companies","Direct service","SOLS Energy","Energy","Malaysia"
"1643580428-4788","https://500.co/companies","SaaS","IOTW","Cryptocurrency","Hong Kong"
"1643580428-4307","https://500.co/companies","On-demand / Delivery","Edukart","Professional training","India"
"1643580428-4238","https://500.co/companies","-","Denarii Cash","Payments","UAE"
"1643580428-5759","https://500.co/companies","SaaS","Socius","Marketing & Sales","Norway"
"1643580428-4199","https://500.co/companies","FinTech","Curlec","Payments","Malaysia"
"1643580428-6001","https://500.co/companies","Direct service, Cloud / Content","Transcelestial","IT tools","Singapore"
"1643580428-3829","https://500.co/companies","-","Awfar Market","-","UAE"
"1643580428-6237","https://500.co/companies","-","Wuilt","Developer Tools","Egypt"
"1643580428-5312","https://500.co/companies","SaaS","Paraşüt","Accounting / Audit","Turkey"
"1643580428-4331","https://500.co/companies","SaaS","EmployeeSocial","Personnel / Benefits","India"
"1643580428-4721","https://500.co/companies","SaaS","iControl","Construction","Sweden"
"1643580428-3975","https://500.co/companies","Token","BTCJam","Cryptocurrency","US"
"1643580428-4413","https://500.co/companies","On-demand / Delivery","Feesheh","Media production","Jordan"
"1643580428-6178","https://500.co/companies","On-demand / Delivery","Weele","College / Continuing education","Colombia"
"1643580428-4179","https://500.co/companies","SaaS","Crolio","Lending / Investments","Mexico"
"1643580428-4056","https://500.co/companies","On-demand / Delivery","Chewse","Food","US"
"1643580428-4378","https://500.co/companies","SaaS","Experiment","Grants & Donations","US"
"1643580428-4160","https://500.co/companies","SaaS","Coursebase","Professional training","Japan"
"1643580428-3718","https://500.co/companies","Direct service","Allsome","Supply Chain & Logistics","Malaysia"
"1643580428-5366","https://500.co/companies","On-demand / Delivery","Piper","Children / Toys","US"
"1643580428-4671","https://500.co/companies","Marketplace","Hipflat","Housing & Real Estate","Thailand"
"1643580428-5057","https://500.co/companies","SaaS","Memoir Health","Healthcare Services & Telehealth","US"
"1643580428-5868","https://500.co/companies","SaaS","Survmetrics","Market intel","US"
"1643580428-5268","https://500.co/companies","O2O","Order Mapper","Logistics","US"
"1643580428-3768","https://500.co/companies","SaaS","AppRats","Social media","US"
"1643580428-5216","https://500.co/companies","On-demand / Delivery","Ntensify","Professional services","US"
"1643580428-4848","https://500.co/companies","Cloud / Content","Kenzie Academy","Professional training","US"
"1643580428-4115","https://500.co/companies","Direct sale","Coeio","Consumer eCom","US"
"1643580428-5471","https://500.co/companies","On-demand / Delivery","PupBox","Pets","US"
"1643580428-5887","https://500.co/companies","Marketplace","Tackl","Recruiting","US"
"1643580428-4272","https://500.co/companies","SaaS","Dr. Chrono","Healthcare ERP","US"
"1643580428-4397","https://500.co/companies","SaaS","Fanbridge","CRM / Customer success","US"
"1643580428-4540","https://500.co/companies","On-demand / Delivery","GiftStarter","Payments","US"
"1643580428-5217","https://500.co/companies","SaaS","Nubity","IT tools","Argentina"
"1643580428-5951","https://500.co/companies","-","TheFitBodyCo","Fitness","Mexico"
"1643580428-4862","https://500.co/companies","-","Kilo","-","Vietnam"
"1643580428-5336","https://500.co/companies","SaaS","Peatix","Events","Japan"
"1643580428-5623","https://500.co/companies","Mobile","SayMore","Social media","US"
"1643580428-5802","https://500.co/companies","TMT, EdTech","Springboard","College & Continuing Education","US"
"1643580428-4105","https://500.co/companies","Mobile","Clutch Learning","College / Continuing education","US"
"1643580428-3733","https://500.co/companies","Direct service","Amalan","Lending / Investments","Singapore"
"1643580428-3647","https://500.co/companies","On-demand / Delivery","4Vets","Pets","Brazil"
"1643580428-3940","https://500.co/companies","SaaS","Boon","Recruiting","US"
"1643580428-5066","https://500.co/companies","O2O","Meshcrafts","Energy","Norway"
"1643580428-5056","https://500.co/companies","Mobile","MeMeTales","Early childhood","US"
"1643580428-4881","https://500.co/companies","Cloud / Content","Kodable","K-12","US"
"1643580428-4234","https://500.co/companies","O2O","Deenty","Patient services","Chile"
"1643580428-5583","https://500.co/companies","O2O","Rock Pamper Scissors","Beauty","UK"
"1643580428-4217","https://500.co/companies","-","Dartspeed","Productivity","Colombia"
"1643580428-5199","https://500.co/companies","Direct service, O2O","NikahSatu","Consumer services","Malaysia"
"1643580428-4224","https://500.co/companies","Cloud / Content","DayDayCook","Media Content","Hong Kong"
"1643580428-3821","https://500.co/companies","Direct sale","Avegant","Adtech / Martech","US"
"1643580428-3920","https://500.co/companies","TMT, SaaS","BluAge","Developer tools","France"
"1643580428-5379","https://500.co/companies","SaaS","Plate iQ","Accounting / Audit","US"
"1643580428-6104","https://500.co/companies","Token","Verifi Media","Developer tools","US"
"1643580428-4225","https://500.co/companies","FinTech","DB Menos","-","Mexico"
"1643580428-4841","https://500.co/companies","SaaS","Keatext","CRM / Customer success","Canada"
"1643580428-6277","https://500.co/companies","SaaS","Zerply","Human Resources & Recruiting","Estonia"
"1643580428-3699","https://500.co/companies","SaaS","AiSensum","Productivity","Indonesia"
"1643580428-5840","https://500.co/companies","Cloud / Content","Streem","IT tools","US"
"1643580428-6179","https://500.co/companies","Marketplace","WeFinance","Lending / Investments","US"
"1643580428-5849","https://500.co/companies","SaaS","Stuff Savvy","Property management","US"
"1643580428-5114","https://500.co/companies","SaaS","Monetsu","Cryptocurrency","Canada"
"1643580428-6266","https://500.co/companies","Direct sale","ZBoard","Vehicle dealer","US"
"1643580428-4575","https://500.co/companies","Mobile","Government App Solutions","Civictech","US"
"1643580428-6294","https://500.co/companies","O2O","Zumata","Realty / Rentals","Singapore"
"1643580428-5185","https://500.co/companies","Direct service","NewCampus","Job & Career Service","Singapore"
"1643580428-5145","https://500.co/companies","SaaS","My Jobs Studio","Recruiting","Mexico"
"1643580428-5793","https://500.co/companies","SaaS","Sporthold","Sports","Australia"
"1643580428-5879","https://500.co/companies","-","Synapse Financial","Financial infrastructure","US"
"1643580428-4777","https://500.co/companies","SaaS","Internmatch","Recruiting","US"
"1643580428-5258","https://500.co/companies","SaaS","OP.GG","Gaming / eSports","South Korea"
"1643580428-4401","https://500.co/companies","Cloud / Content","Fashion.Me","Social media","Brazil"
"1643580428-6046","https://500.co/companies","SaaS","uBiome","Biotech","US"
"1643580428-5588","https://500.co/companies","SaaS","RolePoint","Recruiting","UK"
"1643580428-4707","https://500.co/companies","Mobile","HumTap","Media Content","US"
"1643580428-6188","https://500.co/companies","Marketplace","Wevorce","Legal services","US"
"1643580428-5457","https://500.co/companies","SaaS","ProSky","Professional training","US"
"1643580428-4515","https://500.co/companies","-","Garaji","-","UAE"
"1643580428-5080","https://500.co/companies","Mobile","MightyText","Developer Tools","US"
"1643580428-4374","https://500.co/companies","SaaS","Exceptional Individuals","Recruiting","UK"
"1643580428-4579","https://500.co/companies","Direct service","GoWork","Coworking","Indonesia"
"1643580428-5985","https://500.co/companies","O2O","Tourkrub.co","Travel / Hospitality","Thailand"
"1643580428-6238","https://500.co/companies","-","Xcute","-","Saudi Arabia"
"1643580428-3848","https://500.co/companies","SaaS, FinTech","Bankiom","-","UAE"
"1643580428-3683","https://500.co/companies","Mobile","Admission Table","Recruiting","India"
"1643580428-5997","https://500.co/companies","Token","Traity","Banking & Exchange","Spain"
"1643580428-3813","https://500.co/companies","Mobile","AutoChilango","Legal services","Mexico"
"1643580428-5627","https://500.co/companies","O2O","SchoolAdmissions","College / Continuing education","India"
"1643580428-4441","https://500.co/companies","SaaS","Firstjob.me","Recruiting","Chile"
"1643580428-4636","https://500.co/companies","-","Hatch Credit","Lending / Investments","US"
"1643580428-5308","https://500.co/companies","Direct sale","PantyProp","Fashion","US"
"1643580428-6008","https://500.co/companies","SaaS","TRDATA","Financial research","Ukraine"
"1643580428-5313","https://500.co/companies","SaaS","Parcel Perform","Supply Chain & Logistics","Singapore"
"1643580428-3724","https://500.co/companies","Direct service","Alpha Apps","Payments","Jordan"
"1643580428-3784","https://500.co/companies","Mobile","ArrowPass","Payments","US"
"1643580428-5267","https://500.co/companies","Marketplace","Orchard Diagnostics","Consumer eCom","Canada"
"1643580428-6169","https://500.co/companies","On-demand / Delivery","We Are Onyx","Beauty","US"
"1643580428-5501","https://500.co/companies","SaaS","Qwikwire","Payments","Philippines"
"1643580428-5148","https://500.co/companies","Mobile, Direct service","MyCash","Payments","Singapore"
"1643580428-5160","https://500.co/companies","SaaS","Mystery Science","Social","US"
"1643580428-6252","https://500.co/companies","On-demand / Delivery","Yetcargo","Logistics","Mexico"
"1643580428-5397","https://500.co/companies","Direct sale","Pluto Brand","Consumer Wellness","US"
"1643580428-5817","https://500.co/companies","Fund investment","Startup Angels","External fund","US"
"1643580428-4978","https://500.co/companies","SaaS","LocBox Labs","Adtech / Martech","US"
"1643580428-4989","https://500.co/companies","Mobile","Lottery.com","Gambling","US"
"1643580428-4283","https://500.co/companies","SaaS","Dsco","Logistics","US"
"1643580428-5807","https://500.co/companies","On-demand / Delivery","SquareKey","Consumer eCom","India"
"1643580428-4533","https://500.co/companies","Marketplace","GetCraft","Media production","Indonesia"
"1643580428-6181","https://500.co/companies","SaaS","Welcu","Events","Chile"
"1643580428-4739","https://500.co/companies","SaaS","Incluyeme.com","Recruiting","Argentina"
"1643580428-4982","https://500.co/companies","SaaS","Logojoy","Media production","Canada"
"1643580428-4446","https://500.co/companies","SaaS","Fitco","CRM / Customer success","Peru"
"1643580428-5710","https://500.co/companies","Direct sale","Simplex","Professional services","Egypt"
"1643580428-5482","https://500.co/companies","SaaS","Qishidai","CRM / Customer success","China"
"1643580428-4922","https://500.co/companies","O2O","Lea","Payments","US"
"1643580428-3680","https://500.co/companies","Marketing Tech, Artificial Intelligence & Machine Learning, AdTech","Adbro","-","Singapore"
"1643580428-4771","https://500.co/companies","-","Instawash","Consumer services","Thailand"
"1643580428-4339","https://500.co/companies","On-demand / Delivery","enhance","Logistics","UAE"
"1643580428-4232","https://500.co/companies","SaaS","Decisive Health Systems","Healthcare ERP","US"
"1643580428-3965","https://500.co/companies","SaaS","Brightflag","Finance & Accounting","Ireland"
"1643580428-4682","https://500.co/companies","SaaS","Home61","Realty / Rentals","US"
"1643580428-5777","https://500.co/companies","Direct sale","Sparkia","Market intel","Mexico"
"1643580428-5288","https://500.co/companies","Mobile","OWLR","Security","UK"
"1643580428-4173","https://500.co/companies","On-demand / Delivery","Crema","Food","US"
"1643580428-5132","https://500.co/companies","O2O","Moveline","Logistics","US"
"1643580428-4317","https://500.co/companies","Mobile, LOHAS & Wellness, Digital Health","ElCoach","-","Egypt"
